FCEUX 2.1.6-interim svn2687 - Trace Log File
  $8734:55 26     EOR $26,X @ $0027 = #$98                                       A:4C X:01 Y:00 S:FD 
$813B:69 2E     ADC #$2E                                                       A:24 X:FF Y:01 S:FF 
$813D:85 1F     STA $001F = #$82                                               A:52 X:FF Y:01 S:FF 
$813F:A9 82     LDA #$82                                                       A:52 X:FF Y:01 S:FF 
$8141:69 00     ADC #$00                                                       A:82 X:FF Y:01 S:FF 
$8143:85 20     STA $0020 = #$82                                               A:82 X:FF Y:01 S:FF 
$8145:6C 1F 00  JMP ($001F) = $8252                                            A:82 X:FF Y:01 S:FF 
$8252:68        PLA                                                            A:82 X:FF Y:01 S:FF 
                               $8253:8D 07 20  STA $2007 = #$00                                               A:00 X:FF Y:01 S:00 
                               $8256:68        PLA                                                            A:00 X:FF Y:01 S:00 
                              $8257:8D 07 20  STA $2007 = #$00                                               A:00 X:FF Y:01 S:01 
                              $825A:68        PLA                                                            A:00 X:FF Y:01 S:01 
                             $825B:8D 07 20  STA $2007 = #$00                                               A:00 X:FF Y:01 S:02 
                             $825E:68        PLA                                                            A:00 X:FF Y:01 S:02 
                            $825F:8D 07 20  STA $2007 = #$00                                               A:85 X:FF Y:01 S:03 
                            $8262:68        PLA                                                            A:85 X:FF Y:01 S:03 
                           $8263:8D 07 20  STA $2007 = #$00                                               A:89 X:FF Y:01 S:04 
                           $8266:68        PLA                                                            A:89 X:FF Y:01 S:04 
                          $8267:8D 07 20  STA $2007 = #$00                                               A:8D X:FF Y:01 S:05 
                          $826A:68        PLA                                                            A:8D X:FF Y:01 S:05 
                         $826B:8D 07 20  STA $2007 = #$00                                               A:91 X:FF Y:01 S:06 
                         $826E:68        PLA                                                            A:91 X:FF Y:01 S:06 
                        $826F:8D 07 20  STA $2007 = #$00                                               A:68 X:FF Y:01 S:07 
                        $8272:68        PLA                                                            A:68 X:FF Y:01 S:07 
                       $8273:8D 07 20  STA $2007 = #$00                                               A:5C X:FF Y:01 S:08 
                       $8276:68        PLA                                                            A:5C X:FF Y:01 S:08 
                      $8277:8D 07 20  STA $2007 = #$00                                               A:60 X:FF Y:01 S:09 
                      $827A:68        PLA                                                            A:60 X:FF Y:01 S:09 
                     $827B:8D 07 20  STA $2007 = #$00                                               A:64 X:FF Y:01 S:0A 
                     $827E:68        PLA                                                            A:64 X:FF Y:01 S:0A 
                    $827F:8D 07 20  STA $2007 = #$00                                               A:58 X:FF Y:01 S:0B 
                    $8282:68        PLA                                                            A:58 X:FF Y:01 S:0B 
                   $8283:8D 07 20  STA $2007 = #$00                                               A:EA X:FF Y:01 S:0C 
                   $8286:68        PLA                                                            A:EA X:FF Y:01 S:0C 
                  $8287:8D 07 20  STA $2007 = #$00                                               A:EB X:FF Y:01 S:0D 
                  $828A:68        PLA                                                            A:EB X:FF Y:01 S:0D 
                 $828B:8D 07 20  STA $2007 = #$00                                               A:78 X:FF Y:01 S:0E 
                 $828E:68        PLA                                                            A:78 X:FF Y:01 S:0E 
                $828F:8D 07 20  STA $2007 = #$00                                               A:7C X:FF Y:01 S:0F 
                $8292:68        PLA                                                            A:7C X:FF Y:01 S:0F 
               $8293:8D 07 20  STA $2007 = #$00                                               A:80 X:FF Y:01 S:10 
               $8296:68        PLA                                                            A:80 X:FF Y:01 S:10 
              $8297:8D 07 20  STA $2007 = #$00                                               A:00 X:FF Y:01 S:11 
              $829A:68        PLA                                                            A:00 X:FF Y:01 S:11 
             $829B:8D 07 20  STA $2007 = #$00                                               A:0C X:FF Y:01 S:12 
             $829E:68        PLA                                                            A:0C X:FF Y:01 S:12 
            $829F:8D 07 20  STA $2007 = #$00                                               A:9D X:FF Y:01 S:13 
            $82A2:68        PLA                                                            A:9D X:FF Y:01 S:13 
           $82A3:8D 07 20  STA $2007 = #$00                                               A:81 X:FF Y:01 S:14 
           $82A6:4C 48 81  JMP $8148                                                      A:81 X:FF Y:01 S:14 
           $8148:88        DEY                                                            A:81 X:FF Y:01 S:14 
           $8149:F0 4A     BEQ $8195                                                      A:81 X:FF Y:00 S:14 
           $8195:A9 10     LDA #$10                                                       A:81 X:FF Y:00 S:14 
           $8197:8D 00 20  STA $2000 = #$04                                               A:10 X:FF Y:00 S:14 
           $819A:A5 15     LDA $0015 = #$04                                               A:10 X:FF Y:00 S:14 
           $819C:30 1E     BMI $81BC                                                      A:04 X:FF Y:00 S:14 
           $819E:A0 02     LDY #$02                                                       A:04 X:FF Y:00 S:14 
           $81A0:A5 95     LDA $0095 = #$80                                               A:04 X:FF Y:02 S:14 
           $81A2:85 15     STA $0015 = #$04                                               A:80 X:FF Y:02 S:14 
           $81A4:C9 84     CMP #$84                                                       A:80 X:FF Y:02 S:14 
           $81A6:B0 69     BCS $8211                                                      A:80 X:FF Y:02 S:14 
           $81A8:C9 81     CMP #$81                                                       A:80 X:FF Y:02 S:14 
           $81AA:B0 14     BCS $81C0                                                      A:80 X:FF Y:02 S:14 
           $81AC:A9 23     LDA #$23                                                       A:80 X:FF Y:02 S:14 
           $81AE:8D 06 20  STA $2006 = #$DB                                               A:23 X:FF Y:02 S:14 
           $81B1:A9 C0     LDA #$C0                                                       A:23 X:FF Y:02 S:14 
           $81B3:8D 06 20  STA $2006 = #$DB                                               A:C0 X:FF Y:02 S:14 
           $81B6:A2 1F     LDX #$1F                                                       A:C0 X:FF Y:02 S:14 
           $81B8:9A        TXS                                                            A:C0 X:1F Y:02 S:14 
$81B9:4C 26 82  JMP $8226                                                      A:C0 X:1F Y:02 S:1F 
$8226:68        PLA                                                            A:C0 X:1F Y:02 S:1F 
                               $8227:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:20 
                               $822A:68        PLA                                                            A:00 X:1F Y:02 S:20 
                              $822B:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:21 
                              $822E:68        PLA                                                            A:00 X:1F Y:02 S:21 
                             $822F:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:22 
                             $8232:68        PLA                                                            A:00 X:1F Y:02 S:22 
                            $8233:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:23 
                            $8236:68        PLA                                                            A:00 X:1F Y:02 S:23 
                           $8237:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:24 
                           $823A:68        PLA                                                            A:00 X:1F Y:02 S:24 
                          $823B:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:25 
                          $823E:68        PLA                                                            A:00 X:1F Y:02 S:25 
                         $823F:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:26 
                         $8242:68        PLA                                                            A:00 X:1F Y:02 S:26 
                        $8243:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:02 S:27 
                        $8246:68        PLA                                                            A:00 X:1F Y:02 S:27 
                       $8247:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:28 
                       $824A:68        PLA                                                            A:F0 X:1F Y:02 S:28 
                      $824B:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:29 
                      $824E:68        PLA                                                            A:F0 X:1F Y:02 S:29 
                     $824F:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:2A 
                     $8252:68        PLA                                                            A:F0 X:1F Y:02 S:2A 
                    $8253:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:2B 
                    $8256:68        PLA                                                            A:F0 X:1F Y:02 S:2B 
                   $8257:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:2C 
                   $825A:68        PLA                                                            A:F0 X:1F Y:02 S:2C 
                  $825B:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:2D 
                  $825E:68        PLA                                                            A:F0 X:1F Y:02 S:2D 
                 $825F:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:2E 
                 $8262:68        PLA                                                            A:F0 X:1F Y:02 S:2E 
                $8263:8D 07 20  STA $2007 = #$00                                               A:F0 X:1F Y:02 S:2F 
                $8266:68        PLA                                                            A:F0 X:1F Y:02 S:2F 
               $8267:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:30 
               $826A:68        PLA                                                            A:A0 X:1F Y:02 S:30 
              $826B:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:31 
              $826E:68        PLA                                                            A:A0 X:1F Y:02 S:31 
             $826F:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:32 
             $8272:68        PLA                                                            A:A0 X:1F Y:02 S:32 
            $8273:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:33 
            $8276:68        PLA                                                            A:A0 X:1F Y:02 S:33 
           $8277:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:34 
           $827A:68        PLA                                                            A:A0 X:1F Y:02 S:34 
          $827B:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:35 
          $827E:68        PLA                                                            A:A0 X:1F Y:02 S:35 
         $827F:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:36 
         $8282:68        PLA                                                            A:A0 X:1F Y:02 S:36 
        $8283:8D 07 20  STA $2007 = #$00                                               A:A0 X:1F Y:02 S:37 
        $8286:68        PLA                                                            A:A0 X:1F Y:02 S:37 
       $8287:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:38 
       $828A:68        PLA                                                            A:AA X:1F Y:02 S:38 
      $828B:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:39 
      $828E:68        PLA                                                            A:AA X:1F Y:02 S:39 
     $828F:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:3A 
     $8292:68        PLA                                                            A:AA X:1F Y:02 S:3A 
    $8293:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:3B 
    $8296:68        PLA                                                            A:AA X:1F Y:02 S:3B 
   $8297:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:3C 
   $829A:68        PLA                                                            A:AA X:1F Y:02 S:3C 
  $829B:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:3D 
  $829E:68        PLA                                                            A:AA X:1F Y:02 S:3D 
 $829F:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:3E 
 $82A2:68        PLA                                                            A:AA X:1F Y:02 S:3E 
$82A3:8D 07 20  STA $2007 = #$00                                               A:AA X:1F Y:02 S:3F 
$82A6:4C 48 81  JMP $8148                                                      A:AA X:1F Y:02 S:3F 
$8148:88        DEY                                                            A:AA X:1F Y:02 S:3F 
$8149:F0 4A     BEQ $8195                                                      A:AA X:1F Y:01 S:3F 
$814B:A5 15     LDA $0015 = #$80                                               A:AA X:1F Y:01 S:3F 
$814D:10 03     BPL $8152                                                      A:80 X:1F Y:01 S:3F 
$814F:4C 26 82  JMP $8226                                                      A:80 X:1F Y:01 S:3F 
$8226:68        PLA                                                            A:80 X:1F Y:01 S:3F 
                               $8227:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:40 
                               $822A:68        PLA                                                            A:55 X:1F Y:01 S:40 
                              $822B:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:41 
                              $822E:68        PLA                                                            A:55 X:1F Y:01 S:41 
                             $822F:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:42 
                             $8232:68        PLA                                                            A:55 X:1F Y:01 S:42 
                            $8233:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:43 
                            $8236:68        PLA                                                            A:55 X:1F Y:01 S:43 
                           $8237:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:44 
                           $823A:68        PLA                                                            A:55 X:1F Y:01 S:44 
                          $823B:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:45 
                          $823E:68        PLA                                                            A:55 X:1F Y:01 S:45 
                         $823F:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:46 
                         $8242:68        PLA                                                            A:55 X:1F Y:01 S:46 
                        $8243:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:47 
                        $8246:68        PLA                                                            A:55 X:1F Y:01 S:47 
                       $8247:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:48 
                       $824A:68        PLA                                                            A:55 X:1F Y:01 S:48 
                      $824B:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:49 
                      $824E:68        PLA                                                            A:55 X:1F Y:01 S:49 
                     $824F:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:4A 
                     $8252:68        PLA                                                            A:55 X:1F Y:01 S:4A 
                    $8253:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:4B 
                    $8256:68        PLA                                                            A:55 X:1F Y:01 S:4B 
                   $8257:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:4C 
                   $825A:68        PLA                                                            A:55 X:1F Y:01 S:4C 
                  $825B:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:4D 
                  $825E:68        PLA                                                            A:55 X:1F Y:01 S:4D 
                 $825F:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:4E 
                 $8262:68        PLA                                                            A:55 X:1F Y:01 S:4E 
                $8263:8D 07 20  STA $2007 = #$00                                               A:55 X:1F Y:01 S:4F 
                $8266:68        PLA                                                            A:55 X:1F Y:01 S:4F 
               $8267:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:50 
               $826A:68        PLA                                                            A:05 X:1F Y:01 S:50 
              $826B:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:51 
              $826E:68        PLA                                                            A:05 X:1F Y:01 S:51 
             $826F:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:52 
             $8272:68        PLA                                                            A:05 X:1F Y:01 S:52 
            $8273:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:53 
            $8276:68        PLA                                                            A:05 X:1F Y:01 S:53 
           $8277:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:54 
           $827A:68        PLA                                                            A:05 X:1F Y:01 S:54 
          $827B:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:55 
          $827E:68        PLA                                                            A:05 X:1F Y:01 S:55 
         $827F:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:56 
         $8282:68        PLA                                                            A:05 X:1F Y:01 S:56 
        $8283:8D 07 20  STA $2007 = #$00                                               A:05 X:1F Y:01 S:57 
        $8286:68        PLA                                                            A:05 X:1F Y:01 S:57 
       $8287:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:58 
       $828A:68        PLA                                                            A:00 X:1F Y:01 S:58 
      $828B:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:59 
      $828E:68        PLA                                                            A:00 X:1F Y:01 S:59 
     $828F:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:5A 
     $8292:68        PLA                                                            A:00 X:1F Y:01 S:5A 
    $8293:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:5B 
    $8296:68        PLA                                                            A:00 X:1F Y:01 S:5B 
   $8297:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:5C 
   $829A:68        PLA                                                            A:00 X:1F Y:01 S:5C 
  $829B:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:5D 
  $829E:68        PLA                                                            A:00 X:1F Y:01 S:5D 
 $829F:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:5E 
 $82A2:68        PLA                                                            A:00 X:1F Y:01 S:5E 
$82A3:8D 07 20  STA $2007 = #$00                                               A:00 X:1F Y:01 S:5F 
$82A6:4C 48 81  JMP $8148                                                      A:00 X:1F Y:01 S:5F 
$8148:88        DEY                                                            A:00 X:1F Y:01 S:5F 
$8149:F0 4A     BEQ $8195                                                      A:00 X:1F Y:00 S:5F 
$8195:A9 10     LDA #$10                                                       A:00 X:1F Y:00 S:5F 
$8197:8D 00 20  STA $2000 = #$10                                               A:10 X:1F Y:00 S:5F 
$819A:A5 15     LDA $0015 = #$80                                               A:10 X:1F Y:00 S:5F 
$819C:30 1E     BMI $81BC                                                      A:80 X:1F Y:00 S:5F 
$81BC:A6 2F     LDX $002F = #$FD                                               A:80 X:1F Y:00 S:5F 
$81BE:9A        TXS                                                            A:80 X:FD Y:00 S:5F 
  $81BF:60        RTS (from $8108) ----------------------------------------------A:80 X:FD Y:00 S:FD 
$83A7:20 B5 85  JSR $85B5                                                      A:80 X:FD Y:00 S:FF 
  $85B5:A5 CC     LDA $00CC = #$00                                               A:80 X:FD Y:00 S:FD 
  $85B7:D0 D4     BNE $858D                                                      A:00 X:FD Y:00 S:FD 
  $85B9:AD 96 07  LDA $0796 = #$80                                               A:00 X:FD Y:00 S:FD 
  $85BC:18        CLC                                                            A:80 X:FD Y:00 S:FD 
  $85BD:69 10     ADC #$10                                                       A:80 X:FD Y:00 S:FD 
  $85BF:B0 09     BCS $85CA                                                      A:90 X:FD Y:00 S:FD 
  $85C1:EA        NOP                                                            A:90 X:FD Y:00 S:FD 
  $85C2:4C C5 85  JMP $85C5                                                      A:90 X:FD Y:00 S:FD 
  $85C5:EA        NOP                                                            A:90 X:FD Y:00 S:FD 
  $85C6:EA        NOP                                                            A:90 X:FD Y:00 S:FD 
  $85C7:4C BD 85  JMP $85BD                                                      A:90 X:FD Y:00 S:FD 
  $85BD:69 10     ADC #$10                                                       A:90 X:FD Y:00 S:FD 
  $85BF:B0 09     BCS $85CA                                                      A:A0 X:FD Y:00 S:FD 
  $85C1:EA        NOP                                                            A:A0 X:FD Y:00 S:FD 
